date,open,high,low,close,volume
1663027200000,22400.0,22820.0,19875.0,20171.0,143500594.2906
1663113600000,20171.0,20537.0,19620.0,20227.0,62528003.4676
1663200000000,20227.0,20332.0,19502.0,19701.0,95987998.119
1663286400000,19702.0,19888.0,19326.0,19802.0,38370094.9207
1663372800000,19802.0,20180.0,19751.0,20113.0,27967078.4653
1663459200000,20113.0,20119.0,19340.0,19417.0,41300883.9767
1663545600000,19417.0,19679.0,18250.0,19537.0,83416090.6069
1663632000000,19537.0,19634.0,18727.0,18875.0,62426425.796
1663718400000,18875.0,19950.0,18151.0,18458.0,135740595.2081
1663804800000,18458.0,19519.0,18360.0,19402.0,95023239.8122
1663891200000,19402.0,19497.0,18533.0,19288.0,61129833.9289
1663977600000,19288.0,19311.0,18810.0,18923.0,36296218.6061
1664064000000,18923.0,19194.0,18631.0,18805.0,31061361.7691
1664150400000,18805.0,19316.0,18685.0,19225.0,59507632.6946
1664236800000,19225.0,20382.0,18822.0,19081.0,92972451.3145
1664323200000,19081.0,19778.0,18478.0,19414.0,99723934.9083
1664409600000,19414.0,19641.0,18841.0,19590.0,73893474.5546
1664496000000,19590.0,20176.0,19150.0,19420.0,110024586.0607
1664582400000,19420.0,19480.0,19166.0,19311.0,25243779.3677
1664668800000,19311.0,19396.0,18922.0,19058.0,38481622.8142
1664755200000,19058.0,19710.0,18962.0,19628.0,53097490.1537
1664841600000,19628.0,20459.0,19495.0,20341.0,72381364.1176
1664928000000,20341.0,20367.0,19739.0,20158.0,63596886.7884
1665014400000,20158.0,20453.0,19856.0,19964.0,84343354.636
1665100800000,19964.0,20064.0,19326.0,19528.0,53983841.0765
1665187200000,19528.0,19626.0,19247.0,19418.0,19272293.9043
1665273600000,19418.0,19554.0,19320.0,19441.0,22166079.211
1665360000000,19441.0,19523.0,19024.0,19131.0,42066753.4377
1665446400000,19131.0,19264.0,18861.0,19061.0,35627036.5597
1665532800000,19061.0,19200.0,18962.0,19130.0,21464547.1575
