date,open,high,low,close,volume
1663027200000,1715.15,1762.88,1556.78,1571.9,9660861.421
1663113600000,1571.91,1642.24,1548.0,1635.39,6491665.957
1663200000000,1635.4,1657.8,1455.0,1471.93,12706158.928
1663286400000,1471.94,1482.65,1403.0,1433.58,8136455.084
1663372800000,1433.58,1475.15,1408.15,1467.96,4366994.599
1663459200000,1467.96,1469.0,1320.0,1333.67,7139282.229
1663545600000,1333.68,1394.0,1276.62,1375.05,10278329.861
1663632000000,1375.05,1384.53,1311.0,1322.08,7850914.483
1663718400000,1322.09,1420.0,1218.0,1244.19,11244354.459
1663804800000,1244.2,1349.84,1235.6,1325.73,9848169.894
1663891200000,1325.73,1359.22,1260.75,1326.62,10875882.189
1663977600000,1326.62,1348.84,1305.36,1316.19,4603413.868
1664064000000,1316.18,1336.92,1268.19,1293.99,4839166.035
1664150400000,1293.98,1340.0,1277.55,1335.25,8104991.588
1664236800000,1335.25,1400.0,1303.02,1327.19,9686206.927
1664323200000,1327.2,1355.76,1250.0,1336.43,10608737.289
1664409600000,1336.43,1351.93,1287.24,1334.8,8973401.704
1664496000000,1334.8,1373.34,1307.53,1327.78,8510622.642
1664582400000,1327.78,1333.38,1301.0,1311.31,2763699.151
1664668800000,1311.32,1317.7,1266.66,1275.96,4140053.849
1664755200000,1275.95,1329.0,1260.48,1322.59,5798622.25
1664841600000,1322.58,1370.0,1318.06,1360.73,5536817.118
1664928000000,1360.73,1364.75,1315.27,1351.61,5456174.624
1665014400000,1351.6,1383.29,1344.0,1351.5,7101597.575
1665100800000,1351.5,1361.21,1316.22,1330.41,5119226.33
1665187200000,1330.42,1337.19,1302.0,1314.74,2182988.071
1665273600000,1314.75,1328.72,1306.41,1322.61,2303208.579
1665360000000,1322.6,1337.93,1284.38,1289.56,4968203.961
1665446400000,1289.57,1297.7,1265.0,1279.68,5514583.049
1665532800000,1279.67,1306.6,1274.35,1292.79,3732606.49
