date,open,high,low,close,volume
1662998400000,0.352725,0.3573,0.34885,0.356825,882380.383375
1663012800000,0.356825,0.36025,0.3556,0.359725,998452.91785
1663027200000,0.359725,0.3602,0.351175,0.353075,1275210.4933
1663041600000,0.353075,0.3575,0.35265,0.3569,959141.9895
1663056000000,0.3569,0.357425,0.35315,0.356775,1214667.415225
1663070400000,0.356775,0.3575,0.338,0.339225,2025105.72645
1663084800000,0.339225,0.341175,0.333725,0.33715,531120.9132
1663099200000,0.33715,0.33925,0.33085,0.3326,643963.9294
1663113600000,0.3326,0.3357,0.33125,0.3355,613469.721075
1663128000000,0.3355,0.337975,0.333575,0.3359,532114.15295
1663142400000,0.335875,0.338125,0.33405,0.335075,723200.34875
1663156800000,0.335075,0.338325,0.33385,0.336575,881523.9442
1663171200000,0.336575,0.3426,0.332725,0.340475,407571.178525
1663185600000,0.340475,0.344225,0.3394,0.341525,327645.80425
1663200000000,0.341525,0.342275,0.332325,0.3356,1008951.292075
1663214400000,0.3356,0.34275,0.333925,0.340925,1141149.672425
1663228800000,0.340925,0.340975,0.3345,0.335225,758280.99655
1663243200000,0.3352,0.335875,0.324775,0.32555,2778039.605975
1663257600000,0.32555,0.3301,0.325225,0.329725,576472.248075
1663272000000,0.329725,0.330375,0.324275,0.326225,265168.804025
1663286400000,0.326225,0.32785,0.32155,0.32705,893520.577675
1663300800000,0.32705,0.3292,0.323675,0.326175,1559995.158825
1663315200000,0.326175,0.33105,0.322625,0.3302,917027.780025
1663329600000,0.3302,0.334675,0.326975,0.334675,658009.59875
1663344000000,0.334675,0.342125,0.33025,0.34125,1102342.1218
1663358400000,0.34125,0.35815,0.34125,0.3553,1497927.5655
1663372800000,0.3553,0.3553,0.3483,0.35025,992984.802375
1663387200000,0.35025,0.351225,0.3464,0.3478,404427.941925
1663401600000,0.3478,0.35655,0.347525,0.35285,654875.8881
1663416000000,0.35285,0.37925,0.3514,0.370825,2083336.212925
1663430400000,0.370825,0.38065,0.3708,0.372675,1649312.09395
1663444800000,0.372675,0.3783,0.3711,0.37605,844294.0799
1663459200000,0.37605,0.37655,0.365125,0.36835,565738.403125
1663473600000,0.36835,0.3907,0.366675,0.38685,1168310.872825
1663488000000,0.38685,0.394175,0.375775,0.377775,2702611.64295
1663502400000,0.377775,0.385675,0.374125,0.38125,1077069.4414
1663516800000,0.38125,0.3975,0.375325,0.39665,1665376.95485
1663531200000,0.39665,0.39825,0.355725,0.357575,1485689.357025
1663545600000,0.357575,0.365375,0.3401,0.3449,2109367.243
1663560000000,0.3449,0.3582,0.342425,0.349875,1953509.5599
1663574400000,0.349875,0.3539,0.343075,0.350525,906002.742975
1663588800000,0.350525,0.359925,0.348675,0.355175,941288.4526
1663603200000,0.355175,0.392075,0.354025,0.39005,1507043.36715
1663617600000,0.39005,0.393075,0.37695,0.38475,1510392.328
1663632000000,0.38475,0.390125,0.3704,0.372875,1676676.246325
1663646400000,0.372875,0.3822,0.3726,0.377875,1600458.705075
1663660800000,0.377875,0.383125,0.375,0.381725,1150829.70055
1663675200000,0.381525,0.42235,0.3743,0.419825,3049790.50365
1663689600000,0.419825,0.42415,0.401675,0.41025,1937240.762125
1663704000000,0.41025,0.42025,0.4045,0.414075,1707411.70085
1663718400000,0.414075,0.41545,0.4033,0.404625,1238911.09135
1663732800000,0.404625,0.413175,0.390275,0.402475,2091049.410775
1663747200000,0.402475,0.4081,0.3956,0.405525,1972402.231125
1663761600000,0.405525,0.407425,0.39155,0.3942,1382318.5919
1663776000000,0.3942,0.433625,0.38285,0.40735,2886381.995425
1663790400000,0.40735,0.412175,0.3848,0.393625,1590093.9459
1663804800000,0.393625,0.404875,0.393375,0.40225,1275457.205
1663819200000,0.40225,0.4261,0.4022,0.423275,1779896.2738
1663833600000,0.42325,0.43625,0.421675,0.43255,1301156.84665
1663848000000,0.43255,0.45025,0.42885,0.433825,2188660.91485
1663862400000,0.433825,0.5003,0.42915,0.48355,2511043.40025
1663876800000,0.48355,0.49455,0.4761,0.486,2229378.834475
1663891200000,0.486,0.547525,0.477,0.538475,2614999.087225
1663905600000,0.538475,0.558725,0.515875,0.517775,4030881.591575
1663920000000,0.517775,0.5216,0.478825,0.4879,4300371.818975
1663934400000,0.4879,0.4987,0.47365,0.489225,5907295.60725
1663948800000,0.489225,0.492625,0.456525,0.4716,3791127.0049
1663963200000,0.4716,0.528725,0.469675,0.50685,4971874.198525
1663977600000,0.50685,0.514325,0.496525,0.501575,2191782.8419
1663992000000,0.501575,0.51965,0.48805,0.492375,4934970.364125
1664006400000,0.492375,0.498675,0.48305,0.493975,2627310.7475
1664020800000,0.493975,0.49955,0.4714,0.4783,3423579.907375
1664035200000,0.4783,0.506275,0.4764,0.498125,3248992.5971
1664049600000,0.498125,0.50855,0.482125,0.487775,2721178.616625
1664064000000,0.487775,0.4908,0.475725,0.48575,986686.081475
1664078400000,0.48575,0.4931,0.4818,0.491475,1011654.051625
1664092800000,0.491475,0.5037,0.4835,0.5003,1269519.278875
1664107200000,0.5003,0.5211,0.485325,0.5044,3855675.1185
1664121600000,0.5044,0.508575,0.49025,0.501975,2293770.0424
1664136000000,0.501975,0.50615,0.486075,0.491775,1574580.917025
1664150400000,0.491775,0.501625,0.477225,0.48225,1915710.7873
1664164800000,0.482225,0.48645,0.4622,0.47355,3590429.34865
1664179200000,0.47355,0.48115,0.457625,0.463475,2543175.179325
1664193600000,0.463525,0.477225,0.460025,0.4735,2136576.118125
1664208000000,0.4735,0.4792,0.46435,0.472875,1413536.082225
1664222400000,0.472925,0.4731,0.4647,0.468175,685772.24685
1664236800000,0.468175,0.481525,0.464725,0.476125,1583726.195725
1664251200000,0.476125,0.487725,0.4731,0.479625,1816949.92675
1664265600000,0.479625,0.481125,0.4662,0.469125,1989611.05995
1664280000000,0.469125,0.48275,0.46695,0.468,3378318.043275
1664294400000,0.468,0.470175,0.435,0.445025,4298378.941375
1664308800000,0.445025,0.450925,0.442475,0.4456,444179.60665
1664323200000,0.4456,0.450325,0.417925,0.42595,1730460.197075
1664337600000,0.425925,0.432325,0.417025,0.424,1431944.799025
1664352000000,0.424,0.431775,0.417925,0.4276,1762504.598375
1664366400000,0.4276,0.438475,0.426775,0.43655,2305525.904975
1664380800000,0.43655,0.44095,0.42775,0.4368,1217191.13695
1664395200000,0.4368,0.4557,0.435475,0.448975,1315580.639275
1664409600000,0.449,0.4516,0.43705,0.4419,960113.234575
1664424000000,0.4419,0.444325,0.434375,0.439175,973813.007325
1664438400000,0.439175,0.44285,0.436925,0.440425,837226.1542
1664452800000,0.440425,0.440675,0.426325,0.4341,1704252.8511
1664467200000,0.4341,0.442475,0.431175,0.440925,1941438.127275
1664481600000,0.440925,0.50945,0.4407,0.4874,5737167.4935
1664496000000,0.4874,0.487525,0.47215,0.48015,2687713.1411
1664510400000,0.48015,0.4956,0.47865,0.4892,2799099.385375
1664524800000,0.4892,0.497025,0.4774,0.47915,3465163.965675
1664539200000,0.47915,0.4851,0.465,0.476825,4192958.692825
1664553600000,0.476825,0.4988,0.47155,0.485525,4144160.15525
1664568000000,0.485525,0.48995,0.473525,0.47975,3149239.1106
1664582400000,0.47975,0.481525,0.4668,0.47605,4112895.55535
1664596800000,0.47605,0.47775,0.47145,0.4756,2404958.248075
1664611200000,0.4756,0.476675,0.468425,0.473575,1697435.788975
1664625600000,0.473575,0.484025,0.47145,0.482175,1225840.95205
1664640000000,0.482175,0.486225,0.470725,0.4758,1853980.259475
1664654400000,0.4758,0.477625,0.4718,0.475375,383283.656075
1664668800000,0.475375,0.477525,0.473125,0.47405,576898.170675
1664683200000,0.47405,0.4786,0.473475,0.4758,616588.2518
1664697600000,0.4758,0.477375,0.449925,0.460975,1907065.481075
1664712000000,0.460975,0.464175,0.452625,0.458425,1165882.89795
1664726400000,0.458425,0.46315,0.457775,0.4618,510297.253825
1664740800000,0.4618,0.4623,0.4437,0.448375,766979.41625
1664755200000,0.448375,0.454625,0.445225,0.4472,1033759.787425
1664769600000,0.4472,0.4476,0.43745,0.44145,1567160.638075
1664784000000,0.44145,0.44675,0.4386,0.4462,982523.711775
1664798400000,0.446175,0.455825,0.44365,0.45325,1073554.9017
1664812800000,0.45325,0.4592,0.449425,0.45525,1036915.4983
1664827200000,0.45525,0.469125,0.455175,0.46225,1239528.921375
1664841600000,0.46225,0.462575,0.451525,0.454725,1173701.2579
1664856000000,0.45475,0.464025,0.453675,0.4623,1287485.548225
1664870400000,0.4623,0.47475,0.458875,0.471725,1030739.4523
1664884800000,0.471725,0.4845,0.467875,0.4762,1478370.645025
1664899200000,0.4762,0.485575,0.472125,0.482475,1509684.0157
1664913600000,0.482475,0.48565,0.477175,0.479525,807537.828075
1664928000000,0.479525,0.480375,0.4718,0.475075,1365977.475125
1664942400000,0.475075,0.4959,0.47465,0.4828,1974652.413675
1664956800000,0.482825,0.4848,0.473675,0.47825,857394.9742
1664971200000,0.47825,0.492375,0.474675,0.487925,2129040.671575
1664985600000,0.487925,0.50165,0.486375,0.49755,1721996.372825
1665000000000,0.49755,0.499075,0.487875,0.488825,693141.821
1665014400000,0.488825,0.498425,0.4884,0.4976,780559.2831
1665028800000,0.4976,0.50585,0.4931,0.495075,1093171.1248
1665043200000,0.495075,0.499,0.491175,0.49815,795573.831825
1665057600000,0.49815,0.502675,0.490375,0.49455,998909.4567
1665072000000,0.49455,0.499875,0.491475,0.49715,2020818.190125
1665086400000,0.49715,0.503925,0.48935,0.49345,737955.678675
1665100800000,0.49345,0.494975,0.482,0.489275,722893.066425
1665115200000,0.489275,0.491525,0.48475,0.48965,473513.741075
1665129600000,0.48965,0.4929,0.48795,0.490275,756801.072475
1665144000000,0.490275,0.4981,0.481525,0.4931,1643711.6928
1665158400000,0.4931,0.534525,0.49195,0.5184,5111483.5479
1665172800000,0.5184,0.5219,0.5105,0.5178,1151167.571875
1665187200000,0.5178,0.526925,0.5151,0.525675,651504.02655
1665201600000,0.525675,0.52915,0.517525,0.51975,775024.459475
1665216000000,0.51975,0.521625,0.5134,0.5193,678701.7529
1665230400000,0.5193,0.5214,0.5143,0.520025,579060.1511
1665244800000,0.520025,0.5263,0.517775,0.51865,1451664.10225
1665259200000,0.51865,0.520175,0.511175,0.517075,481681.980775
1665273600000,0.517075,0.517075,0.505975,0.51,902974.41255
1665288000000,0.51,0.518025,0.50835,0.516525,320428.6836
1665302400000,0.516525,0.52005,0.5144,0.51885,746893.884275
1665316800000,0.51885,0.53435,0.51565,0.527475,1509658.419175
1665331200000,0.527475,0.54805,0.5265,0.5399,3745232.99725
1665345600000,0.5399,0.540075,0.531625,0.5326,1305593.84415
1665360000000,0.5326,0.53785,0.528625,0.531125,934401.534525
1665374400000,0.531125,0.5352,0.52195,0.52225,1386920.82255
1665388800000,0.52225,0.523,0.51175,0.5182,2267984.369575
1665403200000,0.5182,0.5241,0.514725,0.522775,1852836.452875
1665417600000,0.5228,0.529125,0.5167,0.521275,2480315.735575
1665432000000,0.521275,0.5241,0.49315,0.494075,1918257.995125
1665446400000,0.494075,0.49885,0.48525,0.493075,1813332.37765
1665460800000,0.493075,0.49545,0.482775,0.4894,1855785.514125
1665475200000,0.4894,0.4921,0.4774,0.4875,1634199.761725
1665489600000,0.4875,0.499275,0.4834,0.497475,1672446.4455
1665504000000,0.497475,0.50255,0.483875,0.486925,1225315.2501
1665518400000,0.48695,0.4989,0.4812,0.486,639455.38795
1665532800000,0.486,0.4905,0.481925,0.4861,641654.73325
1665547200000,0.4861,0.492625,0.4856,0.489525,633871.080825
1665561600000,0.489525,0.491875,0.485525,0.490725,984403.1209
1665576000000,0.490725,0.495875,0.483,0.49545,1093644.424425
1665590400000,0.49545,0.495775,0.4856,0.48775,482522.076975
